stitch_id_flat,drug_name,n_neuro_pt,neurotoxic,pubchem_cid,smiles,inchikey
CID100003821,ketamine,3,1,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,YQEZLKZALYSWHR-UHFFFAOYSA-N
CID100003823,ketoconazole,1,1,3823,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-UHFFFAOYSA-N
CID100003825,ketoprofen,5,1,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,DKYWVDODHFEZIM-UHFFFAOYSA-N
CID100003826,ketorolac,8,1,3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,OZWKMVRBQXNZKK-UHFFFAOYSA-N
CID100003827,ketotifen,3,1,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,ZCVMWBYGMWKGHF-UHFFFAOYSA-N
CID100003830,cytokinin,0,0,3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,QANMHLXAZMSUEX-UHFFFAOYSA-N
CID100003848,phenyllactate,0,0,3848,C1=CC=C(C=C1)CC(C(=O)O)O,VOXXWSYKYCBWHO-UHFFFAOYSA-N
CID100003869,labetalol,6,1,3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,SGUAFYQXFOLMHL-UHFFFAOYSA-N
CID100003872,lactulose,0,0,3872,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,JCQLYHFGKNRPGE-UHFFFAOYSA-N
CID100003877,lamivudine,7,1,3877,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,JTEGQNOMFQHVDC-UHFFFAOYSA-N
CID100003878,lamotrigine,24,1,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,PYZRQGJRPPTADH-UHFFFAOYSA-N
CID100003883,lansoprazole,13,1,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N
CID100003890,latanoprost,0,0,3890,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,GGXICVAJURFBLW-UHFFFAOYSA-N
CID100003899,leflunomide,3,1,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N
CID100003902,letrozole,2,1,3902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,HPJKCIUCZWXJDR-UHFFFAOYSA-N
CID100003911,Leuprorelin,6,1,3911,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,GFIJNRVAKGFPGQ-UHFFFAOYSA-N
CID100003914,levobunolol,5,1,3914,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,IXHBTMCLRNMKHZ-UHFFFAOYSA-N
CID100003915,levocabastine,0,0,3915,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,ZCGOMHNNNFPNMX-UHFFFAOYSA-N
CID100003916,levomepromazine,0,0,3916,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,VRQVVMDWGGWHTJ-UHFFFAOYSA-N
CID100003918,dextrorphan,5,1,3918,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,JAQUASYNZVUNQP-UHFFFAOYSA-N
CID100003928,lincomycin,0,0,3928,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,OJMMVQQUTAEWLP-UHFFFAOYSA-N
CID100003929,linezolid,3,1,3929,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,TYZROVQLWOKYKF-UHFFFAOYSA-N
CID100003937,Lisinopril,8,1,3937,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,RLAWWYSOJDYHDC-UHFFFAOYSA-N
CID100003938,lisuride,4,1,3938,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,BKRGVLQUQGGVSM-UHFFFAOYSA-N
CID100003939,LiOH,11,1,3939,[Li+].[OH-],WMFOQBRAJBCJND-UHFFFAOYSA-M
CID100003948,lomefloxacin,10,1,3948,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,ZEKZLJVOYLTDKK-UHFFFAOYSA-N
CID100003950,lomustine,1,1,3950,C1CCC(CC1)NC(=O)N(CCCl)N=O,GQYIWUVLTXOXAJ-UHFFFAOYSA-N
CID100003954,loperamide,1,1,3954,CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-O
CID100003957,loratadine,3,1,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N
CID100003958,lorazepam,10,1,3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N
CID100003961,losartan,9,1,3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,PSIFNNKUMBGKDQ-UHFFFAOYSA-N
CID100003962,lovastatin,7,1,3962,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PCZOHLXUXFIOCF-UHFFFAOYSA-N
CID100003964,loxapine,11,1,3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,XJGVXQDUIWGIRW-UHFFFAOYSA-N
CID100003998,mafenide,0,0,3998,C1=CC(=CC=C1CN)S(=O)(=O)N,TYMRLRRVMHJFTF-UHFFFAOYSA-N
CID100004004,malathion,0,0,4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,JXSJBGJIGXNWCI-UHFFFAOYSA-N
CID100004011,maprotiline,12,1,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,QSLMDECMDJKHMQ-UHFFFAOYSA-N
CID100004030,mebendazole,1,1,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,OPXLLQIJSORQAM-UHFFFAOYSA-N
CID100004031,mebeverine,0,0,4031,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,VYVKHNNGDFVQGA-UHFFFAOYSA-N
CID100004032,mecamylamine,5,1,4032,CC1(C2CCC(C2)C1(C)NC)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N
CID100004033,nitrogen,0,0,4033,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N
CID100004034,monamine,0,0,4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,OCJYIGYOJCODJL-UHFFFAOYSA-N
CID100004036,meclofenamate,1,1,4036,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl,SBDNJUWAMKYJOX-UHFFFAOYSA-M
CID100004042,medroxyprogesterone,12,1,4042,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,PSGAAPLEWMOORI-UHFFFAOYSA-N
CID100004043,medrysone,0,0,4043,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C,GZENKSODFLBBHQ-UHFFFAOYSA-N
CID100004044,mefenamic,9,1,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,HYYBABOKPJLUIN-UHFFFAOYSA-N
CID100004046,mefloquine,14,1,4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,XEEQGYMUWCZPDN-UHFFFAOYSA-N
CID100004048,megestrol,0,0,4048,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,RQZAXGRLVPAYTJ-UHFFFAOYSA-N
CID100004051,meloxicam,8,1,4051,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],PTCPMRKGGUPNDO-UHFFFAOYSA-M
CID100004053,melphalan,3,1,4053,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,SGDBTWWWUNNDEQ-UHFFFAOYSA-N
CID100004054,memantine,19,1,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,BUGYDGFZZOZRHP-UHFFFAOYSA-N
CID100004057,Cantril,1,1,4057,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,GKNPSSNBBWDAGH-UHFFFAOYSA-N
CID100004058,meperidine,10,1,4058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,XADCESSVHJOZHK-UHFFFAOYSA-N
CID100004060,mephenytoin,5,1,4060,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,GMHKMTDVRCWUDX-UHFFFAOYSA-N
CID100004062,mepivacaine,7,1,4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,INWLQCZOYSRPNW-UHFFFAOYSA-N
CID100004064,meprobamate,4,1,4064,CCCC(C)(COC(=O)N)COC(=O)N,NPPQSCRMBWNHMW-UHFFFAOYSA-N
CID100004075,5-ASA,9,1,4075,C1=CC(=C(C=C1N)C(=O)O)O,KBOPZPXVLCULAV-UHFFFAOYSA-N
CID100004086,metaproterenol,3,1,4086,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,LMOINURANNBYCM-UHFFFAOYSA-N
CID100004091,metformin,5,1,4091,CN(C)C(=N)N=C(N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N
CID100004095,methadone,5,1,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,USSIQXCVUWKGNF-UHFFFAOYSA-N
CID100004101,methenamine,0,0,4101,C1N2CN3CN1CN(C2)C3,VKYKSIONXSXAKP-UHFFFAOYSA-N
CID100004107,methocarbamol,6,1,4107,COC1=CC=CC=C1OCC(COC(=O)N)O,GNXFOGHNGIVQEH-UHFFFAOYSA-N
CID100004112,methotrexate,12,1,4112,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,FBOZXECLQNJBKD-UHFFFAOYSA-N
CID100004114,8-MOP,0,0,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,QXKHYNVANLEOEG-UHFFFAOYSA-N
CID100004120,N-methylscopolamine,1,1,4120,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,LZCOQTDXKCNBEE-UHFFFAOYSA-N
CID100004121,methyclothiazide,1,1,4121,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,CESYKOGBSMNBPD-UHFFFAOYSA-N
CID100004138,methyldopa,2,1,4138,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,CJCSPKMFHVPWAR-UHFFFAOYSA-N
CID100004139,methylene,2,1,4139,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,RBTBFTRPCNLSDE-UHFFFAOYSA-N
CID100004140,methylergometrine,2,1,4140,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,UNBRKDKAWYKMIV-UHFFFAOYSA-N
CID100004158,methylphenidate,11,1,4158,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,DUGOZIWVEXMGBE-UHFFFAOYSA-N
CID100004159,methylprednisolone,9,1,4159,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,VHRSUDSXCMQTMA-UHFFFAOYSA-N
CID100004160,methyltestosterone,1,1,4160,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,GCKMFJBGXUYNAG-UHFFFAOYSA-N
CID100004163,methysergide,3,1,4163,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,KPJZHOPZRAFDTN-UHFFFAOYSA-N
CID100004168,metoclopramide,11,1,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,TTWJBBZEZQICBI-UHFFFAOYSA-N
CID100004170,metolazone,4,1,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,AQCHWTWZEMGIFD-UHFFFAOYSA-N
CID100004171,metoprolol,7,1,4171,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,IUBSYMUCCVWXPE-UHFFFAOYSA-N
CID100004173,metronidazole,12,1,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],VAOCPAMSLUNLGC-UHFFFAOYSA-N
CID100004174,metyrapone,0,0,4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,FJLBFSROUSIWMA-UHFFFAOYSA-N
CID100004178,mexiletine,9,1,4178,CC1=C(C(=CC=C1)C)OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N
CID100004184,mianserin,6,1,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,UEQUQVLFIPOEMF-UHFFFAOYSA-N
CID100004189,miconazole,0,0,4189,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,BYBLEWFAAKGYCD-UHFFFAOYSA-N
CID100004192,midazolam,13,1,4192,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,DDLIGBOFAVUZHB-UHFFFAOYSA-N
CID100004195,midodrine,2,1,4195,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,PTKSEFOSCHHMPD-UHFFFAOYSA-N
CID100004196,mifepristone,0,0,4196,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,VKHAHZOOUSRJNA-UHFFFAOYSA-N
CID100004197,milrinone,1,1,4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,PZRHRDRVRGEVNW-UHFFFAOYSA-N
CID100004201,minoxidil,0,0,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N
CID100004205,mirtazapine,19,1,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,RONZAEMNMFQXRA-UHFFFAOYSA-N
CID100004211,mitotane,8,1,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N
CID100004212,mitoxantrone,3,1,4212,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,KKZJGLLVHKMTCM-UHFFFAOYSA-N
CID100004235,moclobemide,5,1,4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,YHXISWVBGDMDLQ-UHFFFAOYSA-N
CID100004236,modafinil,11,1,4236,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,YFGHCGITMMYXAQ-UHFFFAOYSA-N
CID100004240,mometasone,1,1,4240,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,WOFMFGQZHJDGCX-UHFFFAOYSA-N
CID100004248,montelukast,5,1,4248,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,UCHDWCPVSPXUMX-UHFFFAOYSA-N
CID100004253,morphine,16,1,4253,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-UHFFFAOYSA-N
CID100004259,moxifloxacin,11,1,4259,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,FABPRXSRWADJSP-UHFFFAOYSA-N
CID100004264,mupirocin,0,0,4264,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,MINDHVHHQZYEEK-UHFFFAOYSA-N
CID100004271,mycophenolate,13,1,4271,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,RTGDFNSFWBGLEC-UHFFFAOYSA-N
CID100004272,mycophenolic,10,1,4272,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,HPNSFSBZBAHARI-UHFFFAOYSA-N
CID100004274,tetrofosmin,2,1,4274,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,QCWJONLQSHEGEJ-UHFFFAOYSA-N
CID100004409,nabumetone,5,1,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,BLXXJMDCKKHMKV-UHFFFAOYSA-N
CID100004411,nadolol,4,1,4411,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,VWPOSFSPZNDTMJ-UHFFFAOYSA-N
CID100004419,nalbuphine,6,1,4419,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,NETZHAKZCGBWSS-UHFFFAOYSA-N
CID100004421,nalidixic,4,1,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,MHWLWQUZZRMNGJ-UHFFFAOYSA-N
CID100004422,nalmefene,4,1,4422,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,WJBLNOPPDWQMCH-UHFFFAOYSA-N
CID100004425,naloxone,6,1,4425,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,UZHSEJADLWPNLE-UHFFFAOYSA-N
CID100004428,naltrexone,9,1,4428,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,DQCKKXVULJGBQN-UHFFFAOYSA-N
CID100004432,nandrolone,0,0,4432,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,JKWKMORAXJQQSR-UHFFFAOYSA-N
CID100004436,naphazoline,0,0,4436,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,CNIIGCLFLJGOGP-UHFFFAOYSA-N
CID100004440,naratriptan,10,1,4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,AMKVXSZCKVJAGH-UHFFFAOYSA-N
CID100004443,nateglinide,2,1,4443,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,OELFLUMRDSZNSF-UHFFFAOYSA-N
CID100004449,nefazodone,12,1,4449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N
CID100004450,nefopam,1,1,4450,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,RGPDEAGGEXEMMM-UHFFFAOYSA-N
CID100004451,nelfinavir,2,1,4451,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,QAGYKUNXZHXKMR-UHFFFAOYSA-N
CID100004454,neomycin,0,0,4454,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,PGBHMTALBVVCIT-UHFFFAOYSA-N
CID100004456,neostigmine,5,1,4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,ALWKGYPQUAPLQC-UHFFFAOYSA-N
CID100004463,nevirapine,2,1,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,NQDJXKOVJZTUJA-UHFFFAOYSA-N
CID100004473,nicardipine,5,1,4473,CC1=C(C(C(=C(N1)C)C(=O)OCC[NH+](C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,ZBBHBTPTTSWHBA-UHFFFAOYSA-O
CID100004485,nifedipine,8,1,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N
CID100004493,nilutamide,3,1,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,XWXYUMMDTVBTOU-UHFFFAOYSA-N
CID100004497,nimodipine,0,0,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,UIAGMCDKSXEBJQ-UHFFFAOYSA-N
CID100004499,nisoldipine,7,1,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,VKQFCGNPDRICFG-UHFFFAOYSA-N
CID100004506,nitrazepam,11,1,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,KJONHKAYOJNZEC-UHFFFAOYSA-N
CID100004509,nitrofurantoin,5,1,4509,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],NXFQHRVNIOXGAQ-UHFFFAOYSA-N
CID100004510,nitroglycerin,6,1,4510,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],SNIOPGDIGTZGOP-UHFFFAOYSA-N
CID100004513,nizatidine,2,1,4513,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,SGXXNSQHWDMGGP-UHFFFAOYSA-N
CID100004536,norethisterone,1,1,4536,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,VIKNJXKGJWUCNN-UHFFFAOYSA-N
CID100004539,norfloxacin,10,1,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N
CID100004542,levonorgestrel,2,1,4542,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,WWYNJERNGUHSAO-UHFFFAOYSA-N
CID100004543,nortriptyline,9,1,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHVGLTMQBUFIQQ-UHFFFAOYSA-N
CID100004547,repaglinide,2,1,4547,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,FAEKWTJYAYMJKF-UHFFFAOYSA-N
CID100004568,nystatin,0,0,4568,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,VQOXZBDYSJBXMA-UHFFFAOYSA-N
CID100004583,ofloxacin,13,1,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
CID100004585,olanzapine,28,1,4585,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,WXPNDRBBWZMPQG-UHFFFAOYSA-N
CID100004594,omeprazole,6,1,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,SUBDBMMJDZJVOS-UHFFFAOYSA-N
CID100004595,ondansetron,8,1,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,FELGMEQIXOGIFQ-UHFFFAOYSA-N
CID100004599,orlistat,5,1,4599,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,AHLBNYSZXLDEJQ-UHFFFAOYSA-N
CID100004601,orphenadrine,2,1,4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,QVYRGXJJSLMXQH-UHFFFAOYSA-N
CID100004603,oseltamivir,5,1,4603,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,VSZGPKBBMSAYNT-UHFFFAOYSA-N
CID100004607,oxacillin,0,0,4607,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],UWYHMGVUTGAWSP-UHFFFAOYSA-M
CID100004609,oxaliplatin,15,1,4609,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],DRMCATBEKSVAPL-UHFFFAOYSA-N
CID100004614,oxaprozin,8,1,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,OFPXSFXSNFPTHF-UHFFFAOYSA-N
CID100004616,oxazepam,7,1,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,ADIMAYPTOBDMTL-UHFFFAOYSA-N
CID100004623,oxiconazole,1,1,4623,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,QRJJEGAJXVEBNE-UHFFFAOYSA-N
CID100004631,oxprenolol,1,1,4631,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,CEMAWMOMDPGJMB-UHFFFAOYSA-N
CID100004634,oxybutynin,9,1,4634,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,XIQVNETUBQGFHX-UHFFFAOYSA-N
CID100004635,oxycodone,12,1,4635,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,BRUQQQPBMZOVGD-UHFFFAOYSA-N
CID100004638,oxymetholone,0,0,4638,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,ICMWWNHDUZJFDW-UHFFFAOYSA-N
CID100004639,oxymorphone,6,1,4639,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,UQCNKQCJZOAFTQ-UHFFFAOYSA-N
CID100004649,APAs,2,1,4649,C1=CC(=C(C=C1N)O)C(=O)O,WUBBRNOQWQTFEX-UHFFFAOYSA-N
CID100004666,paclitaxel,19,1,4666,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,RCINICONZNJXQF-UHFFFAOYSA-N
CID100004673,pamidronate,6,1,4673,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],CEYUIFJWVHOCPP-UHFFFAOYSA-L
